bin,brand,type,level,bank,country
100008,LOCAL BRAND,DEBIT,PREPAID,BANK OF INDIA,INDIA
100011,LOCAL BRAND,DEBIT,PREPAID,RBL BANK,INDIA
100013,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,ANDHRA BANK,INDIA
100014,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,INDIA
100015,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,INDIA
100016,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,INDIA
100017,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,INDIA
100018,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,INDIA
100019,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,AXIS BANK,INDIA
100020,LOCAL BRAND,DEBIT,CLASSIC,PUNJAB NATIONAL BANK,INDIA
100021,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,INDIA
100022,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,INDIA
100023,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,INDIA
100024,LOCAL BRAND,DEBIT,CLASSIC,DHANLAXMI BANK,INDIA
100025,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,INDIA
100026,LOCAL BRAND,DEBIT,CLASSIC,BANK OF INDIA,INDIA
100027,LOCAL BRAND,DEBIT,CLASSIC,UNITED BANK OF INDIA,INDIA
100030,LOCAL BRAND,DEBIT,PREPAID,YES BANK,INDIA
100031,LOCAL BRAND,DEBIT,PREPAID,AXIS BANK,INDIA
100032,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,YES BANK,INDIA
100033,LOCAL BRAND,DEBIT,PREPAID,ANDHRA BANK,INDIA
100034,LOCAL BRAND,DEBIT,PLATINUM,CANARA BANK,INDIA
100035,LOCAL BRAND,DEBIT,CLASSIC,PUNJAB NATIONAL BANK,INDIA
100036,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,INDIA
100037,LOCAL BRAND,DEBIT,CLASSIC,SHAMRAO VITHAL CO-OPERATIVE BANK,INDIA
100038,LOCAL BRAND,DEBIT,CLASSIC,ICICI BANK,INDIA
100039,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,INDIA
100075,PRIVATE LABEL,DEBIT,,CHINA CITIC BANK,CHINA
100100,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100101,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100102,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100103,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100104,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100105,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100106,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100107,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100108,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100109,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100110,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100111,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100112,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100113,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100114,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100115,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100116,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100117,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100118,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100119,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100120,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100121,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100122,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100123,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100124,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100125,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100126,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100127,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100128,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100129,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100130,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100131,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100132,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100133,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100134,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100135,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100136,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100137,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100138,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100139,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100140,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100141,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100142,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100143,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100144,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100145,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100146,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100147,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100148,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100149,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100150,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100151,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100152,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100153,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100154,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100155,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100156,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100157,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100158,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100159,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100160,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100161,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100162,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100163,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100164,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100165,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100166,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100167,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100168,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100169,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100170,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100171,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100172,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100173,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100174,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100175,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100176,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100177,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100178,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100179,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100180,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100181,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100182,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100183,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100184,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100185,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100186,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100187,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100188,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100189,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100190,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100191,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100192,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100193,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100194,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100195,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100196,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100197,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100198,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100199,UATP,CREDIT,UATP,AMERICAN AIRLINES (AA),UNITED STATES
100264,PRIVATE LABEL,CREDIT,GOLD,BCA BANK,INDONESIA
100500,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100501,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100502,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100503,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100504,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100505,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100506,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100507,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100508,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100509,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100510,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100511,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100512,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100513,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100514,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100515,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100516,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100517,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100518,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100519,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100520,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100521,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100522,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100523,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100524,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100525,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100526,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100527,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100528,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100529,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100530,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100531,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100532,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100533,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100534,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100535,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100536,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100537,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100538,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100539,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100540,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100541,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100542,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100543,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100544,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100545,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100546,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100547,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100548,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100549,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100550,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100551,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100552,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100553,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100554,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100555,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100556,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100557,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100558,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100559,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100560,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100561,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100562,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100563,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100564,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100565,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100566,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100567,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100568,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100569,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100570,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100571,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100572,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100573,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100574,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100575,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100576,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100577,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100578,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100579,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100580,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100581,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100582,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100583,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100584,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100585,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100586,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100587,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100588,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100589,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100590,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100591,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100592,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100593,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100594,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100595,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100596,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100597,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100598,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100599,UATP,CREDIT,UATP,CONTINENTAL AIRLINES (CO),UNITED STATES
100600,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100601,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100602,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100603,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100604,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100605,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100606,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100607,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100608,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100609,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100610,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100611,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100612,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100613,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100614,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100615,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100616,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100617,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100618,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100619,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100620,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100621,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100622,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100623,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100624,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100625,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100626,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100627,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100628,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100629,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100630,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100631,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100632,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100633,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100634,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100635,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100636,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100637,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100638,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100639,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100640,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100641,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100642,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100643,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100644,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100645,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100646,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100647,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100648,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100649,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100650,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100651,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100652,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100653,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100654,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100655,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100656,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100657,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100658,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100659,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100660,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100661,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100662,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100663,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100664,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100665,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100666,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100667,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100668,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100669,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100670,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100671,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100672,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100673,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100674,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100675,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100676,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100677,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100678,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100679,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100680,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100681,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100682,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100683,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100684,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100685,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100686,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100687,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100688,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100689,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100690,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100691,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100692,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100693,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100694,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100695,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100696,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100697,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100698,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
100699,UATP,CREDIT,UATP,DELTA AIRLINES (DL),UNITED STATES
101017,LOCAL BRAND,DEBIT,PROPRIETARY,"PRIME BANK, LTD.",BANGLADESH
101018,LOCAL BRAND,DEBIT,PREPAID,"PRIME BANK, LTD.",BANGLADESH
101104,PRIVATE LABEL,CREDIT,GOLD,BNI BANK,INDONESIA
101400,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101401,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101402,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101403,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101404,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101405,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101406,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
101407,UATP,CREDIT,UATP,AEROPLAN (AIR CANADA),CANADA
